id,name,text,emotion,sentiment,toxicity_score,abusive_words,length,platform,timestamp,cyberbullying
2484,anita,Well done,neutral,positive,0.11,0,9,Instagram,2026-03-27 04:18:29.608386,0
2485,priya,Well done,neutral,neutral,0.17,0,9,Twitter,2026-03-27 04:19:29.608386,0
2486,sara,Have a nice day,neutral,positive,0.01,0,15,YouTube,2026-03-27 04:20:29.608386,0
2487,meena,Nobody likes you,anger,negative,0.85,1,16,Instagram,2026-03-27 04:21:29.608386,1
2488,anita,Shut up you fool,anger,negative,0.74,1,16,YouTube,2026-03-27 04:22:29.608386,1
2489,anita,Have a nice day,neutral,positive,0.23,0,15,Twitter,2026-03-27 04:23:29.608386,0
2490,arjun,You are so stupid,anger,negative,0.84,3,17,Twitter,2026-03-27 04:24:29.608386,1
2491,john,Have a nice day,joy,positive,0.03,0,15,YouTube,2026-03-27 04:25:29.608386,0
2492,john,Well done,joy,neutral,0.03,0,9,YouTube,2026-03-27 04:26:29.608386,0
2493,vikram,Well done,joy,positive,0.12,0,9,Twitter,2026-03-27 04:27:29.608386,0
2494,vikram,Well done,neutral,neutral,0.14,0,9,Twitter,2026-03-27 04:28:29.608386,0
2495,sara,That's amazing,neutral,neutral,0.26,0,14,Instagram,2026-03-27 04:29:29.608386,0
2496,john,Nobody likes you,anger,negative,0.77,1,16,Instagram,2026-03-27 04:30:29.608386,1
2497,anita,Go away idiot,anger,negative,0.73,2,13,Instagram,2026-03-27 04:31:29.608386,1
2498,rahul,You are useless,anger,negative,0.8,3,15,Instagram,2026-03-27 04:32:29.608386,1
2499,sara,You are a loser,anger,negative,0.76,1,15,Twitter,2026-03-27 04:33:29.608386,1
2500,arjun,Go away idiot,anger,negative,0.95,2,13,Instagram,2026-03-27 04:34:29.608386,1
2501,john,Good effort,neutral,positive,0.03,0,11,YouTube,2026-03-27 04:35:29.608386,0
2502,meena,You are useless,anger,negative,0.74,3,15,YouTube,2026-03-27 04:36:29.608386,1
2503,anita,Great work!,neutral,neutral,0.19,0,11,YouTube,2026-03-27 04:37:29.608386,0
2504,anita,That's amazing,neutral,positive,0.24,0,14,Twitter,2026-03-27 04:38:29.608386,0
2505,arjun,Great work!,joy,positive,0.19,0,11,Twitter,2026-03-27 04:39:29.608386,0
2506,arjun,Keep going,joy,neutral,0.08,0,10,YouTube,2026-03-27 04:40:29.608386,0
2507,meena,Nobody likes you,anger,negative,0.74,2,16,Twitter,2026-03-27 04:41:29.608386,1
2508,rahul,Nobody likes you,anger,negative,0.93,3,16,Instagram,2026-03-27 04:42:29.608386,1
2509,john,You are a loser,anger,negative,0.89,3,15,Instagram,2026-03-27 04:43:29.608386,1
2510,arjun,Have a nice day,joy,neutral,0.29,0,15,Instagram,2026-03-27 04:44:29.608386,0
2511,meena,Go away idiot,anger,negative,0.91,1,13,Twitter,2026-03-27 04:45:29.608386,1
2512,arjun,Go away idiot,anger,negative,0.76,3,13,Twitter,2026-03-27 04:46:29.608386,1
2513,sara,Keep going,joy,neutral,0.12,0,10,YouTube,2026-03-27 04:47:29.608386,0
2514,priya,Nobody likes you,anger,negative,0.82,1,16,Instagram,2026-03-27 04:48:29.608386,1
2515,rahul,Keep going,neutral,neutral,0.05,0,10,Instagram,2026-03-27 04:49:29.608386,0
2516,vikram,Great work!,joy,neutral,0.12,0,11,Instagram,2026-03-27 04:50:29.608386,0
2517,priya,That's amazing,neutral,positive,0.02,0,14,Twitter,2026-03-27 04:51:29.608386,0
2518,priya,You are a loser,anger,negative,0.87,3,15,Instagram,2026-03-27 04:52:29.608386,1
2519,rahul,That's amazing,joy,neutral,0.1,0,14,Twitter,2026-03-27 04:53:29.608386,0
2520,john,Great work!,neutral,positive,0.29,0,11,YouTube,2026-03-27 04:54:29.608386,0
2521,vikram,Have a nice day,neutral,neutral,0.12,0,15,YouTube,2026-03-27 04:55:29.608386,0
2522,priya,Nobody likes you,anger,negative,0.74,1,16,YouTube,2026-03-27 04:56:29.608386,1
2523,arjun,Good effort,neutral,positive,0.12,0,11,YouTube,2026-03-27 04:57:29.608386,0
2524,john,You are so stupid,anger,negative,0.84,1,17,YouTube,2026-03-27 04:58:29.608386,1
2525,vikram,You are a loser,anger,negative,0.94,2,15,YouTube,2026-03-27 04:59:29.608386,1
2526,anita,Shut up you fool,anger,negative,0.98,2,16,Twitter,2026-03-27 05:00:29.608386,1
2527,john,Go away idiot,anger,negative,0.81,2,13,YouTube,2026-03-27 05:01:29.608386,1
2528,john,That's amazing,joy,positive,0.04,0,14,Twitter,2026-03-27 05:02:29.608386,0
2529,rahul,Keep going,neutral,neutral,0.15,0,10,YouTube,2026-03-27 05:03:29.608386,0
2530,priya,That's amazing,neutral,neutral,0.25,0,14,YouTube,2026-03-27 05:04:29.608386,0
2531,anita,Good effort,neutral,positive,0.28,0,11,Twitter,2026-03-27 05:05:29.608386,0
2532,meena,Have a nice day,neutral,positive,0.22,0,15,Instagram,2026-03-27 05:06:29.608386,0
2533,sara,Keep going,neutral,neutral,0.19,0,10,Twitter,2026-03-27 05:07:29.608386,0
2534,sara,Well done,joy,neutral,0.19,0,9,YouTube,2026-03-27 05:08:29.608386,0
2535,anita,Go away idiot,anger,negative,0.72,2,13,Instagram,2026-03-27 05:09:29.608386,1
2536,arjun,Keep going,neutral,positive,0.1,0,10,Instagram,2026-03-27 05:10:29.608386,0
2537,priya,Shut up you fool,anger,negative,0.98,1,16,YouTube,2026-03-27 05:11:29.608386,1
2538,rahul,Nobody likes you,anger,negative,0.92,3,16,YouTube,2026-03-27 05:12:29.608386,1
2539,rahul,Shut up you fool,anger,negative,0.77,3,16,YouTube,2026-03-27 05:13:29.608386,1
2540,meena,Keep going,neutral,positive,0.28,0,10,YouTube,2026-03-27 05:14:29.608386,0
2541,rahul,Good effort,joy,positive,0.01,0,11,Twitter,2026-03-27 05:15:29.608386,0
2542,arjun,Go away idiot,anger,negative,0.84,3,13,Twitter,2026-03-27 05:16:29.608386,1
2543,arjun,Keep going,neutral,neutral,0.06,0,10,Instagram,2026-03-27 05:17:29.608386,0
2544,meena,You are useless,anger,negative,0.84,2,15,YouTube,2026-03-27 05:18:29.608386,1
2545,john,Great work!,neutral,positive,0.2,0,11,Twitter,2026-03-27 05:19:29.608386,0
2546,anita,You are useless,anger,negative,0.75,2,15,Twitter,2026-03-27 05:20:29.608386,1
2547,anita,That's amazing,neutral,positive,0.2,0,14,YouTube,2026-03-27 05:21:29.608386,0
2548,priya,Nobody likes you,anger,negative,0.72,3,16,YouTube,2026-03-27 05:22:29.608386,1
2549,arjun,Good effort,joy,neutral,0.29,0,11,YouTube,2026-03-27 05:23:29.608386,0
2550,anita,You are so stupid,anger,negative,0.92,3,17,Twitter,2026-03-27 05:24:29.608386,1
2551,anita,You are so stupid,anger,negative,0.79,3,17,YouTube,2026-03-27 05:25:29.608386,1
2552,meena,Shut up you fool,anger,negative,0.97,1,16,Twitter,2026-03-27 05:26:29.608386,1
2553,john,Have a nice day,joy,neutral,0.13,0,15,Instagram,2026-03-27 05:27:29.608386,0
2554,anita,Great work!,neutral,neutral,0.07,0,11,Twitter,2026-03-27 05:28:29.608386,0
2555,john,Have a nice day,neutral,positive,0.24,0,15,Instagram,2026-03-27 05:29:29.608386,0
2556,vikram,You are so stupid,anger,negative,0.93,1,17,YouTube,2026-03-27 05:30:29.608386,1
2557,anita,Shut up you fool,anger,negative,0.93,3,16,YouTube,2026-03-27 05:31:29.608386,1
2558,meena,Well done,neutral,neutral,0.17,0,9,Instagram,2026-03-27 05:32:29.608386,0
2559,john,Have a nice day,neutral,positive,0.2,0,15,Twitter,2026-03-27 05:33:29.608386,0
2560,sara,Well done,neutral,positive,0.22,0,9,Instagram,2026-03-27 05:34:29.608386,0
2561,priya,You are useless,anger,negative,0.9,3,15,YouTube,2026-03-27 05:35:29.608386,1
2562,priya,You are so stupid,anger,negative,0.83,3,17,Twitter,2026-03-27 05:36:29.608386,1
2563,arjun,Keep going,neutral,positive,0.11,0,10,YouTube,2026-03-27 05:37:29.608386,0
2564,priya,Good effort,neutral,positive,0.22,0,11,YouTube,2026-03-27 05:38:29.608386,0
2565,rahul,Nobody likes you,anger,negative,0.71,3,16,Twitter,2026-03-27 05:39:29.608386,1
2566,john,Keep going,neutral,positive,0.21,0,10,Twitter,2026-03-27 05:40:29.608386,0
2567,john,Go away idiot,anger,negative,0.81,3,13,Instagram,2026-03-27 05:41:29.608386,1
2568,meena,Good effort,joy,neutral,0.3,0,11,YouTube,2026-03-27 05:42:29.608386,0
2569,john,Keep going,neutral,neutral,0.24,0,10,YouTube,2026-03-27 05:43:29.608386,0
2570,meena,You are useless,anger,negative,0.75,3,15,Twitter,2026-03-27 05:44:29.608386,1
2571,john,Good effort,joy,positive,0.08,0,11,Instagram,2026-03-27 05:45:29.608386,0
2572,john,Keep going,neutral,positive,0.01,0,10,Twitter,2026-03-27 05:46:29.608386,0
2573,meena,You are so stupid,anger,negative,0.83,2,17,YouTube,2026-03-27 05:47:29.608386,1
2574,meena,Go away idiot,anger,negative,0.74,1,13,Twitter,2026-03-27 05:48:29.608386,1
2575,john,Keep going,neutral,neutral,0.16,0,10,Instagram,2026-03-27 05:49:29.608386,0
2576,john,Keep going,joy,positive,0.05,0,10,YouTube,2026-03-27 05:50:29.608386,0
2577,rahul,You are so stupid,anger,negative,0.71,1,17,Twitter,2026-03-27 05:51:29.608386,1
2578,sara,That's amazing,neutral,neutral,0.23,0,14,Twitter,2026-03-27 05:52:29.608386,0
2579,sara,Go away idiot,anger,negative,0.81,2,13,Twitter,2026-03-27 05:53:29.608386,1
2580,anita,Go away idiot,anger,negative,0.76,1,13,Twitter,2026-03-27 05:54:29.608386,1
2581,anita,You are useless,anger,negative,0.8,2,15,YouTube,2026-03-27 05:55:29.608386,1
2582,arjun,Good effort,neutral,positive,0.12,0,11,YouTube,2026-03-27 05:56:29.608386,0
2583,meena,That's amazing,joy,positive,0.18,0,14,Twitter,2026-03-27 05:57:29.608386,0
2584,rahul,That's amazing,neutral,positive,0.18,0,14,Instagram,2026-03-27 05:58:29.608386,0
2585,arjun,Good effort,neutral,neutral,0.22,0,11,YouTube,2026-03-27 05:59:29.608386,0
2586,arjun,Well done,joy,neutral,0.16,0,9,Twitter,2026-03-27 06:00:29.608386,0
2587,meena,Nobody likes you,anger,negative,0.78,2,16,YouTube,2026-03-27 06:01:29.608386,1
2588,arjun,Shut up you fool,anger,negative,0.93,1,16,YouTube,2026-03-27 06:02:29.608386,1
2589,meena,You are so stupid,anger,negative,0.76,3,17,YouTube,2026-03-27 06:03:29.608386,1
2590,vikram,That's amazing,joy,neutral,0.11,0,14,Instagram,2026-03-27 06:04:29.608386,0
2591,anita,You are so stupid,anger,negative,0.79,1,17,Instagram,2026-03-27 06:05:29.608386,1
2592,priya,Good effort,neutral,neutral,0.16,0,11,Twitter,2026-03-27 06:06:29.608386,0
2593,sara,Good effort,neutral,neutral,0.1,0,11,Twitter,2026-03-27 06:07:29.608386,0
2594,meena,Well done,neutral,neutral,0.13,0,9,Instagram,2026-03-27 06:08:29.608386,0
2595,meena,Well done,neutral,neutral,0.29,0,9,Instagram,2026-03-27 06:09:29.608386,0
2596,sara,You are useless,anger,negative,0.87,2,15,Instagram,2026-03-27 06:10:29.608386,1
2597,sara,You are useless,anger,negative,0.97,3,15,YouTube,2026-03-27 06:11:29.608386,1
2598,vikram,You are so stupid,anger,negative,0.93,2,17,Twitter,2026-03-27 06:12:29.608386,1
2599,vikram,Shut up you fool,anger,negative,0.99,1,16,Twitter,2026-03-27 06:13:29.608386,1
2600,arjun,Good effort,neutral,positive,0.14,0,11,Instagram,2026-03-27 06:14:29.608386,0
2601,priya,That's amazing,joy,positive,0.07,0,14,Twitter,2026-03-27 06:15:29.608386,0
2602,priya,Keep going,joy,positive,0.11,0,10,Twitter,2026-03-27 06:16:29.608386,0
2603,priya,You are useless,anger,negative,0.79,3,15,YouTube,2026-03-27 06:17:29.608386,1
2604,rahul,That's amazing,joy,neutral,0.07,0,14,YouTube,2026-03-27 06:18:29.608386,0
2605,anita,Nobody likes you,anger,negative,0.88,1,16,Twitter,2026-03-27 06:19:29.608386,1
2606,meena,Great work!,joy,neutral,0.22,0,11,YouTube,2026-03-27 06:20:29.608386,0
2607,arjun,You are so stupid,anger,negative,0.93,3,17,Instagram,2026-03-27 06:21:29.608386,1
2608,sara,Keep going,joy,neutral,0.17,0,10,Instagram,2026-03-27 06:22:29.608386,0
2609,anita,Good effort,neutral,neutral,0.1,0,11,Instagram,2026-03-27 06:23:29.608386,0
2610,sara,Have a nice day,joy,positive,0.14,0,15,YouTube,2026-03-27 06:24:29.608386,0
2611,anita,Keep going,neutral,neutral,0.25,0,10,Instagram,2026-03-27 06:25:29.608386,0
2612,priya,Go away idiot,anger,negative,0.72,1,13,Twitter,2026-03-27 06:26:29.608386,1
2613,rahul,Well done,joy,neutral,0.13,0,9,YouTube,2026-03-27 06:27:29.608386,0
2614,sara,Well done,neutral,neutral,0.07,0,9,YouTube,2026-03-27 06:28:29.608386,0
2615,arjun,Keep going,joy,neutral,0.13,0,10,Twitter,2026-03-27 06:29:29.608386,0
2616,vikram,You are a loser,anger,negative,0.84,2,15,YouTube,2026-03-27 06:30:29.608386,1
2617,anita,Have a nice day,neutral,neutral,0.25,0,15,YouTube,2026-03-27 06:31:29.608386,0
2618,john,Keep going,neutral,neutral,0.17,0,10,Instagram,2026-03-27 06:32:29.608386,0
2619,meena,Go away idiot,anger,negative,0.85,2,13,Instagram,2026-03-27 06:33:29.608386,1
2620,priya,You are useless,anger,negative,0.77,3,15,Twitter,2026-03-27 06:34:29.608386,1
2621,meena,You are a loser,anger,negative,0.88,2,15,Twitter,2026-03-27 06:35:29.608386,1
2622,priya,Well done,joy,positive,0.27,0,9,Instagram,2026-03-27 06:36:29.608386,0
2623,meena,Nobody likes you,anger,negative,0.91,1,16,YouTube,2026-03-27 06:37:29.608386,1
2624,sara,You are so stupid,anger,negative,0.84,3,17,YouTube,2026-03-27 06:38:29.608386,1
2625,rahul,You are a loser,anger,negative,0.76,3,15,Instagram,2026-03-27 06:39:29.608386,1
2626,arjun,Well done,neutral,positive,0.02,0,9,Instagram,2026-03-27 06:40:29.608386,0
2627,sara,You are useless,anger,negative,0.92,2,15,Twitter,2026-03-27 06:41:29.608386,1
2628,sara,Good effort,neutral,positive,0.04,0,11,Twitter,2026-03-27 06:42:29.608386,0
2629,john,Go away idiot,anger,negative,0.79,3,13,Twitter,2026-03-27 06:43:29.608386,1
2630,meena,That's amazing,joy,neutral,0.17,0,14,Instagram,2026-03-27 06:44:29.608386,0
2631,meena,Good effort,joy,positive,0.21,0,11,Instagram,2026-03-27 06:45:29.608386,0
2632,john,Nobody likes you,anger,negative,0.76,1,16,Instagram,2026-03-27 06:46:29.608386,1
2633,meena,Great work!,neutral,neutral,0.25,0,11,Instagram,2026-03-27 06:47:29.608386,0
2634,john,You are a loser,anger,negative,0.79,1,15,Instagram,2026-03-27 06:48:29.608386,1
2635,vikram,You are a loser,anger,negative,0.99,1,15,YouTube,2026-03-27 06:49:29.608386,1
2636,meena,Well done,joy,neutral,0.13,0,9,Instagram,2026-03-27 06:50:29.608386,0
2637,sara,Nobody likes you,anger,negative,1.0,1,16,Twitter,2026-03-27 06:51:29.608386,1
2638,vikram,Go away idiot,anger,negative,0.95,3,13,Twitter,2026-03-27 06:52:29.608386,1
2639,vikram,You are useless,anger,negative,0.78,1,15,Twitter,2026-03-27 06:53:29.608386,1
2640,arjun,Go away idiot,anger,negative,0.88,2,13,Twitter,2026-03-27 06:54:29.608386,1
2641,vikram,Go away idiot,anger,negative,0.74,3,13,Twitter,2026-03-27 06:55:29.608386,1
2642,meena,Great work!,joy,positive,0.08,0,11,YouTube,2026-03-27 06:56:29.608386,0
2643,arjun,That's amazing,joy,positive,0.05,0,14,Instagram,2026-03-27 06:57:29.608386,0
2644,arjun,Nobody likes you,anger,negative,0.82,2,16,Instagram,2026-03-27 06:58:29.608386,1
2645,priya,You are useless,anger,negative,0.76,3,15,Twitter,2026-03-27 06:59:29.608386,1
2646,priya,Great work!,neutral,positive,0.18,0,11,Instagram,2026-03-27 07:00:29.608386,0
2647,arjun,Have a nice day,neutral,neutral,0.09,0,15,Twitter,2026-03-27 07:01:29.608386,0
2648,vikram,That's amazing,joy,positive,0.26,0,14,Instagram,2026-03-27 07:02:29.608386,0
2649,vikram,Well done,joy,positive,0.19,0,9,Twitter,2026-03-27 07:03:29.608386,0
2650,john,You are useless,anger,negative,0.85,2,15,Twitter,2026-03-27 07:04:29.608386,1
2651,rahul,You are so stupid,anger,negative,0.72,1,17,Instagram,2026-03-27 07:05:29.608386,1
2652,vikram,Go away idiot,anger,negative,0.98,2,13,YouTube,2026-03-27 07:06:29.608386,1
2653,meena,You are so stupid,anger,negative,0.97,3,17,YouTube,2026-03-27 07:07:29.608386,1
2654,john,Nobody likes you,anger,negative,0.76,2,16,YouTube,2026-03-27 07:08:29.608386,1
2655,vikram,Nobody likes you,anger,negative,0.89,2,16,Instagram,2026-03-27 07:09:29.608386,1
2656,rahul,Good effort,neutral,positive,0.15,0,11,YouTube,2026-03-27 07:10:29.608386,0
2657,meena,Keep going,joy,neutral,0.25,0,10,Instagram,2026-03-27 07:11:29.608386,0
2658,anita,Have a nice day,neutral,positive,0.28,0,15,Instagram,2026-03-27 07:12:29.608386,0
2659,john,You are a loser,anger,negative,0.91,2,15,YouTube,2026-03-27 07:13:29.608386,1
2660,john,Keep going,neutral,positive,0.1,0,10,Twitter,2026-03-27 07:14:29.608386,0
2661,arjun,Have a nice day,joy,neutral,0.13,0,15,Twitter,2026-03-27 07:15:29.608386,0
2662,john,You are so stupid,anger,negative,0.72,2,17,YouTube,2026-03-27 07:16:29.608386,1
2663,rahul,You are useless,anger,negative,0.82,1,15,Instagram,2026-03-27 07:17:29.608386,1
2664,sara,You are useless,anger,negative,0.99,2,15,Twitter,2026-03-27 07:18:29.608386,1
2665,meena,Keep going,neutral,positive,0.06,0,10,Twitter,2026-03-27 07:19:29.608386,0
2666,arjun,You are a loser,anger,negative,0.97,1,15,Instagram,2026-03-27 07:20:29.608386,1
2667,vikram,Nobody likes you,anger,negative,0.82,3,16,YouTube,2026-03-27 07:21:29.608386,1
2668,john,You are useless,anger,negative,0.81,2,15,Twitter,2026-03-27 07:22:29.608386,1
2669,anita,Good effort,joy,neutral,0.26,0,11,YouTube,2026-03-27 07:23:29.608386,0
2670,priya,You are so stupid,anger,negative,0.82,3,17,YouTube,2026-03-27 07:24:29.608386,1
2671,priya,Shut up you fool,anger,negative,0.74,1,16,Twitter,2026-03-27 07:25:29.608386,1
2672,john,Nobody likes you,anger,negative,0.97,2,16,Instagram,2026-03-27 07:26:29.608386,1
2673,sara,Keep going,neutral,positive,0.18,0,10,Twitter,2026-03-27 07:27:29.608386,0
2674,anita,You are so stupid,anger,negative,0.92,3,17,YouTube,2026-03-27 07:28:29.608386,1
2675,john,That's amazing,joy,positive,0.2,0,14,YouTube,2026-03-27 07:29:29.608386,0
2676,sara,You are so stupid,anger,negative,0.75,1,17,Instagram,2026-03-27 07:30:29.608386,1
2677,sara,Go away idiot,anger,negative,0.82,3,13,Twitter,2026-03-27 07:31:29.608386,1
2678,meena,Go away idiot,anger,negative,0.74,3,13,YouTube,2026-03-27 07:32:29.608386,1
2679,anita,Go away idiot,anger,negative,0.89,2,13,Instagram,2026-03-27 07:33:29.608386,1
2680,anita,Well done,neutral,neutral,0.06,0,9,YouTube,2026-03-27 07:34:29.608386,0
2681,john,You are a loser,anger,negative,0.84,1,15,Twitter,2026-03-27 07:35:29.608386,1
2682,vikram,Go away idiot,anger,negative,0.92,2,13,YouTube,2026-03-27 07:36:29.608386,1
2683,priya,Have a nice day,joy,positive,0.17,0,15,Twitter,2026-03-27 07:37:29.608386,0
2684,anita,Well done,neutral,neutral,0.23,0,9,YouTube,2026-03-27 07:38:29.608386,0
2685,meena,Go away idiot,anger,negative,0.81,1,13,Instagram,2026-03-27 07:39:29.608386,1
2686,rahul,Well done,joy,positive,0.27,0,9,YouTube,2026-03-27 07:40:29.608386,0
2687,sara,Well done,neutral,positive,0.04,0,9,YouTube,2026-03-27 07:41:29.608386,0
2688,john,Keep going,joy,neutral,0.2,0,10,YouTube,2026-03-27 07:42:29.608386,0
2689,vikram,Have a nice day,joy,neutral,0.23,0,15,Instagram,2026-03-27 07:43:29.608386,0
2690,meena,Good effort,neutral,neutral,0.21,0,11,Instagram,2026-03-27 07:44:29.608386,0
2691,rahul,You are so stupid,anger,negative,0.71,3,17,YouTube,2026-03-27 07:45:29.608386,1
2692,priya,Keep going,joy,neutral,0.02,0,10,Instagram,2026-03-27 07:46:29.608386,0
2693,priya,You are useless,anger,negative,0.89,1,15,Twitter,2026-03-27 07:47:29.608386,1
2694,arjun,Shut up you fool,anger,negative,0.75,2,16,YouTube,2026-03-27 07:48:29.608386,1
2695,meena,That's amazing,joy,neutral,0.08,0,14,Twitter,2026-03-27 07:49:29.608386,0
2696,vikram,You are useless,anger,negative,0.93,2,15,YouTube,2026-03-27 07:50:29.608386,1
2697,anita,Have a nice day,joy,positive,0.29,0,15,Instagram,2026-03-27 07:51:29.608386,0
2698,anita,Great work!,neutral,neutral,0.24,0,11,Twitter,2026-03-27 07:52:29.608386,0
2699,john,Have a nice day,neutral,neutral,0.22,0,15,YouTube,2026-03-27 07:53:29.608386,0
2700,john,That's amazing,neutral,positive,0.07,0,14,Twitter,2026-03-27 07:54:29.608386,0
2701,john,Good effort,neutral,positive,0.1,0,11,YouTube,2026-03-27 07:55:29.608386,0
2702,sara,You are useless,anger,negative,0.74,3,15,Twitter,2026-03-27 07:56:29.608386,1
2703,meena,Keep going,neutral,positive,0.24,0,10,Twitter,2026-03-27 07:57:29.608386,0
2704,rahul,Nobody likes you,anger,negative,0.77,2,16,YouTube,2026-03-27 07:58:29.608386,1
2705,rahul,You are so stupid,anger,negative,0.72,1,17,YouTube,2026-03-27 07:59:29.608386,1
2706,vikram,Go away idiot,anger,negative,0.9,1,13,YouTube,2026-03-27 08:00:29.608386,1
2707,priya,You are useless,anger,negative,0.96,1,15,Twitter,2026-03-27 08:01:29.608386,1
2708,arjun,Shut up you fool,anger,negative,0.71,2,16,YouTube,2026-03-27 08:02:29.608386,1
2709,rahul,Keep going,joy,neutral,0.08,0,10,Twitter,2026-03-27 08:03:29.608386,0
2710,vikram,Great work!,neutral,positive,0.05,0,11,YouTube,2026-03-27 08:04:29.608386,0
2711,anita,You are a loser,anger,negative,0.82,1,15,Twitter,2026-03-27 08:05:29.608386,1
2712,meena,Great work!,neutral,positive,0.26,0,11,YouTube,2026-03-27 08:06:29.608386,0
2713,priya,Shut up you fool,anger,negative,0.87,1,16,Instagram,2026-03-27 08:07:29.608386,1
2714,sara,Nobody likes you,anger,negative,0.79,1,16,YouTube,2026-03-27 08:08:29.608386,1
2715,meena,Go away idiot,anger,negative,0.9,2,13,Twitter,2026-03-27 08:09:29.608386,1
2716,meena,Have a nice day,neutral,neutral,0.09,0,15,Instagram,2026-03-27 08:10:29.608386,0
2717,vikram,Go away idiot,anger,negative,0.75,1,13,Twitter,2026-03-27 08:11:29.608386,1
2718,meena,Have a nice day,joy,positive,0.19,0,15,Twitter,2026-03-27 08:12:29.608386,0
2719,vikram,Shut up you fool,anger,negative,0.84,1,16,YouTube,2026-03-27 08:13:29.608386,1
2720,john,Great work!,joy,neutral,0.13,0,11,Twitter,2026-03-27 08:14:29.608386,0
2721,arjun,Good effort,joy,neutral,0.03,0,11,Twitter,2026-03-27 08:15:29.608386,0
2722,priya,Go away idiot,anger,negative,0.71,3,13,Twitter,2026-03-27 08:16:29.608386,1
2723,arjun,Go away idiot,anger,negative,0.81,3,13,Instagram,2026-03-27 08:17:29.608386,1
2724,sara,Have a nice day,neutral,positive,0.19,0,15,Twitter,2026-03-27 08:18:29.608386,0
2725,arjun,Well done,neutral,positive,0.15,0,9,YouTube,2026-03-27 08:19:29.608386,0
2726,john,Have a nice day,joy,neutral,0.16,0,15,Twitter,2026-03-27 08:20:29.608386,0
2727,anita,Good effort,neutral,neutral,0.19,0,11,Instagram,2026-03-27 08:21:29.608386,0
2728,john,You are useless,anger,negative,0.81,1,15,Twitter,2026-03-27 08:22:29.608386,1
2729,anita,Nobody likes you,anger,negative,0.85,2,16,Instagram,2026-03-27 08:23:29.608386,1
2730,vikram,Nobody likes you,anger,negative,0.74,2,16,Twitter,2026-03-27 08:24:29.608386,1
2731,priya,Nobody likes you,anger,negative,0.9,3,16,YouTube,2026-03-27 08:25:29.608386,1
2732,sara,You are so stupid,anger,negative,0.87,1,17,YouTube,2026-03-27 08:26:29.608386,1
2733,priya,Well done,neutral,neutral,0.06,0,9,Instagram,2026-03-27 08:27:29.608386,0
2734,anita,Good effort,neutral,neutral,0.2,0,11,Twitter,2026-03-27 08:28:29.608386,0
2735,anita,Good effort,joy,positive,0.07,0,11,YouTube,2026-03-27 08:29:29.608386,0
2736,meena,That's amazing,joy,neutral,0.27,0,14,Instagram,2026-03-27 08:30:29.608386,0
2737,sara,You are so stupid,anger,negative,0.76,3,17,Instagram,2026-03-27 08:31:29.608386,1
2738,rahul,That's amazing,joy,positive,0.11,0,14,YouTube,2026-03-27 08:32:29.608386,0
2739,priya,Nobody likes you,anger,negative,0.96,2,16,Instagram,2026-03-27 08:33:29.608386,1
2740,anita,You are a loser,anger,negative,0.74,3,15,Twitter,2026-03-27 08:34:29.608386,1
2741,john,Shut up you fool,anger,negative,0.71,2,16,YouTube,2026-03-27 08:35:29.608386,1
2742,priya,Well done,joy,positive,0.09,0,9,Twitter,2026-03-27 08:36:29.608386,0
2743,rahul,You are a loser,anger,negative,0.92,1,15,Twitter,2026-03-27 08:37:29.608386,1
2744,priya,Shut up you fool,anger,negative,0.76,3,16,YouTube,2026-03-27 08:38:29.608386,1
2745,arjun,You are a loser,anger,negative,0.98,3,15,Instagram,2026-03-27 08:39:29.608386,1
2746,arjun,You are a loser,anger,negative,0.94,1,15,Instagram,2026-03-27 08:40:29.608386,1
2747,meena,Great work!,joy,positive,0.01,0,11,Instagram,2026-03-27 08:41:29.608386,0
2748,vikram,That's amazing,joy,neutral,0.16,0,14,Instagram,2026-03-27 08:42:29.608386,0
2749,sara,Nobody likes you,anger,negative,0.97,2,16,Instagram,2026-03-27 08:43:29.608386,1
2750,meena,You are useless,anger,negative,0.88,2,15,YouTube,2026-03-27 08:44:29.608386,1
2751,meena,Keep going,joy,positive,0.29,0,10,Instagram,2026-03-27 08:45:29.608386,0
2752,rahul,Have a nice day,joy,positive,0.27,0,15,Instagram,2026-03-27 08:46:29.608386,0
2753,anita,You are so stupid,anger,negative,0.89,2,17,Instagram,2026-03-27 08:47:29.608386,1
2754,rahul,Keep going,joy,positive,0.2,0,10,Instagram,2026-03-27 08:48:29.608386,0
2755,rahul,Well done,joy,positive,0.21,0,9,Twitter,2026-03-27 08:49:29.608386,0
2756,anita,Keep going,joy,positive,0.24,0,10,Twitter,2026-03-27 08:50:29.608386,0
2757,rahul,Have a nice day,joy,neutral,0.24,0,15,Instagram,2026-03-27 08:51:29.608386,0
2758,anita,That's amazing,joy,neutral,0.09,0,14,Instagram,2026-03-27 08:52:29.608386,0
2759,arjun,Nobody likes you,anger,negative,0.74,1,16,Instagram,2026-03-27 08:53:29.608386,1
2760,sara,Great work!,neutral,neutral,0.08,0,11,Twitter,2026-03-27 08:54:29.608386,0
2761,arjun,Good effort,joy,neutral,0.26,0,11,YouTube,2026-03-27 08:55:29.608386,0
2762,sara,Well done,neutral,neutral,0.15,0,9,Twitter,2026-03-27 08:56:29.608386,0
2763,john,You are a loser,anger,negative,0.82,3,15,Instagram,2026-03-27 08:57:29.608386,1
